Unnamed: 0,Unnamed: 1,COLUM NAME,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,COLUM NAME.1,COLUM NAME.2,COLUM NAME.3,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,145,0,145_ES_PT_Material,DE,ES,ANNABERG-BUCHHOLZ,BARCELONA,Straße,Straße,LKM,Konso CE 2,13.00214,50.58043,13.00214,50.58043,2.13251,41.33313,13.15310452,50.01008793,1326.282136,64.34929632
,145,2,145_ES_PT_Material,DE,ES,ANNABERG-BUCHHOLZ,BARCELONA,Straße,Schiene,Bahn,Konso SW 2,13.00214,50.58043,13.15310452,50.01008793,2.13251,41.33313,1.710734544,41.34188959,1326.282136,16.16599742
,146,0,146_ES_PT_Material,DE,ES,ANSBACH,MARTORELL,Straße,Straße,LKM,Konso CE 2,10.57148,49.30064,10.57148,49.30064,1.91572,41.48246,13.15310452,50.01008793,1100.502243,202.414471
,146,2,146_ES_PT_Material,DE,ES,ANSBACH,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,10.57148,49.30064,13.15310452,50.01008793,1.91572,41.48246,1.710734544,41.34188959,1100.502243,0.555016005
,146,1,146_ES_PT_Material,DE,ES,ANSBACH,MARTORELL,Straße,Straße,LKM,MARTORELL,10.57148,49.30064,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,1100.502243,23.18864739
,389,1,389_ES_PT_Material,DE,ES,ASCHAFFENBURG,BARCELONA,Straße,Straße,LKM,BARCELONA,9.1263,49.97692,1.710734544,41.34188959,2.13251,41.33313,2.13251,41.33313,1103.445549,35.31816949
,389,0,389_ES_PT_Material,DE,ES,ASCHAFFENBURG,BARCELONA,Straße,Straße,LKM,Konso CE 0,9.1263,49.97692,9.1263,49.97692,2.13251,41.33313,9.193918912,51.71584759,1103.445549,193.5347402
,389,2,389_ES_PT_Material,DE,ES,ASCHAFFENBURG,BARCELONA,Straße,Schiene,Bahn,Konso SW 2,9.1263,49.97692,9.193918912,51.71584759,2.13251,41.33313,1.710734544,41.34188959,1103.445549,13.08774347
,390,0,390_ES_PT_Material,DE,ES,ASCHAFFENBURG,MARTORELL,Straße,Straße,LKM,Konso CE 0,9.16086,49.96123,9.16086,49.96123,1.91572,41.48246,9.193918912,51.71584759,1097.081403,195.2349166
,390,2,390_ES_PT_Material,DE,ES,ASCHAFFENBURG,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,9.16086,49.96123,9.193918912,51.71584759,1.91572,41.48246,1.710734544,41.34188959,1097.081403,0.181821564
,390,1,390_ES_PT_Material,DE,ES,ASCHAFFENBURG,MARTORELL,Straße,Straße,LKM,MARTORELL,9.16086,49.96123,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,1097.081403,23.18864739
,395,1,395_ES_PT_Material,DE,ES,ATTENDORN,ARAZURI,Straße,Straße,LKM,ARAZURI,7.90301,51.12616,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,5885.599577,1638.499357
,395,0,395_ES_PT_Material,DE,ES,ATTENDORN,ARAZURI,Straße,Straße,LKM,Konso CE 0,7.90301,51.12616,7.90301,51.12616,-1.71971,42.81539,9.193918912,51.71584759,5885.599577,556.149966
,395,2,395_ES_PT_Material,DE,ES,ATTENDORN,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,7.90301,51.12616,9.193918912,51.71584759,-1.71971,42.81539,1.710734544,41.34188959,5885.599577,188.2970635
,396,1,396_ES_PT_Material,DE,ES,ATTENDORN,BARCELONA,Straße,Straße,LKM,BARCELONA,7.90301,51.12616,1.710734544,41.34188959,2.13251,41.33313,2.13251,41.33313,9401.498264,282.5453559
,396,0,396_ES_PT_Material,DE,ES,ATTENDORN,BARCELONA,Straße,Straße,LKM,Konso CE 0,7.90301,51.12616,7.90301,51.12616,2.13251,41.33313,9.193918912,51.71584759,9401.498264,889.8399456
,396,2,396_ES_PT_Material,DE,ES,ATTENDORN,BARCELONA,Straße,Schiene,Bahn,Konso SW 2,7.90301,51.12616,9.193918912,51.71584759,2.13251,41.33313,1.710734544,41.34188959,9401.498264,288.5027155
,397,0,397_ES_PT_Material,DE,ES,ATTENDORN,MARTORELL,Straße,Straße,LKM,Konso CE 0,7.90301,51.12616,7.90301,51.12616,1.91572,41.48246,9.193918912,51.71584759,6996.463622,667.3799592
,397,2,397_ES_PT_Material,DE,ES,ATTENDORN,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,7.90301,51.12616,9.193918912,51.71584759,1.91572,41.48246,1.710734544,41.34188959,6996.463622,210.6274031
,397,1,397_ES_PT_Material,DE,ES,ATTENDORN,MARTORELL,Straße,Straße,LKM,MARTORELL,7.90301,51.12616,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,6996.463622,139.1318843
,404,1,404_ES_PT_Material,DE,ES,AUGSBURG,ARAZURI,Straße,Straße,LKM,ARAZURI,10.85712,48.38188,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,1157.813941,327.6998714
,404,0,404_ES_PT_Material,DE,ES,AUGSBURG,ARAZURI,Straße,Straße,LKM,Konso CE 2,10.85712,48.38188,10.85712,48.38188,-1.71971,42.81539,13.15310452,50.01008793,1157.813941,246.547754
,404,2,404_ES_PT_Material,DE,ES,AUGSBURG,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,10.85712,48.38188,13.15310452,50.01008793,-1.71971,42.81539,1.710734544,41.34188959,1157.813941,13.16467129
,405,0,405_ES_PT_Material,DE,ES,AUGSBURG,MARTORELL,Straße,Straße,LKM,Konso CE 2,10.85712,48.38188,10.85712,48.38188,1.91572,41.48246,13.15310452,50.01008793,1040.8109,246.547754
,405,2,405_ES_PT_Material,DE,ES,AUGSBURG,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,10.85712,48.38188,13.15310452,50.01008793,1.91572,41.48246,1.710734544,41.34188959,1040.8109,12.50135008
,405,1,405_ES_PT_Material,DE,ES,AUGSBURG,MARTORELL,Straße,Straße,LKM,MARTORELL,10.85712,48.38188,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,1040.8109,23.18864739
,409,1,409_ES_PT_Material,DE,ES,BAAR EBENHAUSEN,ARAZURI,Straße,Straße,LKM,ARAZURI,11.46453,48.67771,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,1212.808919,327.6998714
,409,0,409_ES_PT_Material,DE,ES,BAAR EBENHAUSEN,ARAZURI,Straße,Straße,LKM,Konso CE 2,11.46453,48.67771,11.46453,48.67771,-1.71971,42.81539,13.15310452,50.01008793,1212.808919,192.3877259
,409,2,409_ES_PT_Material,DE,ES,BAAR EBENHAUSEN,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,11.46453,48.67771,13.15310452,50.01008793,-1.71971,42.81539,1.710734544,41.34188959,1212.808919,12.43621278
,410,0,410_ES_PT_Material,DE,ES,BAAR EBENHAUSEN,MARTORELL,Straße,Straße,LKM,Konso CE 2,11.46453,48.67771,11.46453,48.67771,1.91572,41.48246,13.15310452,50.01008793,1095.979163,192.3877259
,410,2,410_ES_PT_Material,DE,ES,BAAR EBENHAUSEN,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,11.46453,48.67771,13.15310452,50.01008793,1.91572,41.48246,1.710734544,41.34188959,1095.979163,0.351124709
,410,1,410_ES_PT_Material,DE,ES,BAAR EBENHAUSEN,MARTORELL,Straße,Straße,LKM,MARTORELL,11.46453,48.67771,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,1095.979163,23.18864739
,413,1,413_ES_PT_Material,DE,ES,BAD BENTHEIM,ARAZURI,Straße,Straße,LKM,ARAZURI,7.15949,52.30184,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,1247.022523,327.6998714
,413,0,413_ES_PT_Material,DE,ES,BAD BENTHEIM,ARAZURI,Straße,Straße,LKM,Konso CE 0,7.15949,52.30184,7.15949,52.30184,-1.71971,42.81539,9.193918912,51.71584759,1247.022523,154.1544542
,413,2,413_ES_PT_Material,DE,ES,BAD BENTHEIM,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,7.15949,52.30184,9.193918912,51.71584759,-1.71971,42.81539,1.710734544,41.34188959,1247.022523,18.83519887
,414,1,414_ES_PT_Material,DE,ES,BAD BENTHEIM,BARCELONA,Straße,Straße,LKM,BARCELONA,7.15949,52.30184,1.710734544,41.34188959,2.13251,41.33313,2.13251,41.33313,1277.615944,35.31816949
,414,0,414_ES_PT_Material,DE,ES,BAD BENTHEIM,BARCELONA,Straße,Straße,LKM,Konso CE 0,7.15949,52.30184,7.15949,52.30184,2.13251,41.33313,9.193918912,51.71584759,1277.615944,154.1544542
,414,2,414_ES_PT_Material,DE,ES,BAD BENTHEIM,BARCELONA,Straße,Schiene,Bahn,Konso SW 2,7.15949,52.30184,9.193918912,51.71584759,2.13251,41.33313,1.710734544,41.34188959,1277.615944,21.67767599
,415,0,415_ES_PT_Material,DE,ES,BAD BENTHEIM,MARTORELL,Straße,Straße,LKM,Konso CE 0,7.15949,52.30184,7.15949,52.30184,1.91572,41.48246,9.193918912,51.71584759,7600.285717,924.9267253
,415,2,415_ES_PT_Material,DE,ES,BAD BENTHEIM,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,7.15949,52.30184,9.193918912,51.71584759,1.91572,41.48246,1.710734544,41.34188959,7600.285717,214.7536162
,415,1,415_ES_PT_Material,DE,ES,BAD BENTHEIM,MARTORELL,Straße,Straße,LKM,MARTORELL,7.15949,52.30184,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,7600.285717,139.1318843
,416,1,416_ES_PT_Material,DE,ES,BAD BERLEBERG,ARAZURI,Straße,Straße,LKM,ARAZURI,8.3894,51.0471,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,1193.861933,327.6998714
,416,0,416_ES_PT_Material,DE,ES,BAD BERLEBERG,ARAZURI,Straße,Straße,LKM,Konso CE 0,8.3894,51.0471,8.3894,51.0471,-1.71971,42.81539,9.193918912,51.71584759,1193.861933,93.14813589
,416,2,416_ES_PT_Material,DE,ES,BAD BERLEBERG,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,8.3894,51.0471,9.193918912,51.71584759,-1.71971,42.81539,1.710734544,41.34188959,1193.861933,0.299626786
,417,1,417_ES_PT_Material,DE,ES,BAD BERLEBURG,ARAZURI,Straße,Straße,LKM,ARAZURI,8.3894,51.0471,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,1193.861933,327.6998714
,417,0,417_ES_PT_Material,DE,ES,BAD BERLEBURG,ARAZURI,Straße,Straße,LKM,Konso CE 0,8.3894,51.0471,8.3894,51.0471,-1.71971,42.81539,9.193918912,51.71584759,1193.861933,93.14813589
,417,2,417_ES_PT_Material,DE,ES,BAD BERLEBURG,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,8.3894,51.0471,9.193918912,51.71584759,-1.71971,42.81539,1.710734544,41.34188959,1193.861933,17.04842321
,418,0,418_ES_PT_Material,DE,ES,BAD BERLEBURG,MARTORELL,Straße,Straße,LKM,Konso CE 0,8.3894,51.0471,8.3894,51.0471,1.91572,41.48246,9.193918912,51.71584759,2346.810943,186.2962718
,418,2,418_ES_PT_Material,DE,ES,BAD BERLEBURG,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,8.3894,51.0471,9.193918912,51.71584759,1.91572,41.48246,1.710734544,41.34188959,2346.810943,41.40796728
,418,1,418_ES_PT_Material,DE,ES,BAD BERLEBURG,MARTORELL,Straße,Straße,LKM,MARTORELL,8.3894,51.0471,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,2346.810943,46.37729478
,423,1,423_ES_PT_Material,DE,ES,BAD KREUZNACH,ABRERA,Straße,Straße,LKM,ABRERA,7.87174,49.83865,1.710734544,41.34188959,1.901431,41.517349,1.901431,41.517349,2068.931571,50.36735839
,423,0,423_ES_PT_Material,DE,ES,BAD KREUZNACH,ABRERA,Straße,Straße,LKM,Konso CE 0,7.87174,49.83865,7.87174,49.83865,1.901431,41.517349,9.193918912,51.71584759,2068.931571,457.487408
,423,2,423_ES_PT_Material,DE,ES,BAD KREUZNACH,ABRERA,Straße,Schiene,Bahn,Konso SW 2,7.87174,49.83865,9.193918912,51.71584759,1.901431,41.517349,1.710734544,41.34188959,2068.931571,48.59635858
,424,1,424_ES_PT_Material,DE,ES,BAD KREUZNACH,ARAZURI,Straße,Straße,LKM,ARAZURI,7.87174,49.83865,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,1073.161242,327.6998714
,424,0,424_ES_PT_Material,DE,ES,BAD KREUZNACH,ARAZURI,Straße,Straße,LKM,Konso CE 0,7.87174,49.83865,7.87174,49.83865,-1.71971,42.81539,9.193918912,51.71584759,1073.161242,228.743704
,424,2,424_ES_PT_Material,DE,ES,BAD KREUZNACH,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,7.87174,49.83865,9.193918912,51.71584759,-1.71971,42.81539,1.710734544,41.34188959,1073.161242,3.290591517
,425,0,425_ES_PT_Material,DE,ES,BAD KREUZNACH,MARTORELL,Straße,Straße,LKM,Konso CE 0,7.87174,49.83865,7.87174,49.83865,1.91572,41.48246,9.193918912,51.71584759,3112.485645,686.231112
,425,2,425_ES_PT_Material,DE,ES,BAD KREUZNACH,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,7.87174,49.83865,9.193918912,51.71584759,1.91572,41.48246,1.710734544,41.34188959,3112.485645,96.502174
,425,1,425_ES_PT_Material,DE,ES,BAD KREUZNACH,MARTORELL,Straße,Straße,LKM,MARTORELL,7.87174,49.83865,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,3112.485645,69.56594216
,427,0,427_ES_PT_Material,DE,ES,BAD LANGENSALZA,MARTORELL,Straße,Straße,LKM,Konso CE 0,10.64886,51.1064,10.64886,51.1064,1.91572,41.48246,9.193918912,51.71584759,1261.811198,121.8351212
,427,2,427_ES_PT_Material,DE,ES,BAD LANGENSALZA,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,10.64886,51.1064,9.193918912,51.71584759,1.91572,41.48246,1.710734544,41.34188959,1261.811198,20.13029872
,427,1,427_ES_PT_Material,DE,ES,BAD LANGENSALZA,MARTORELL,Straße,Straße,LKM,MARTORELL,10.64886,51.1064,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,1261.811198,23.18864739
,428,1,428_ES_PT_Material,DE,ES,BAD SALZDETFURTH,ARAZURI,Straße,Straße,LKM,ARAZURI,10.00668,52.06015,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,2705.797624,655.3997428
,428,0,428_ES_PT_Material,DE,ES,BAD SALZDETFURTH,ARAZURI,Straße,Straße,LKM,Konso CE 0,10.00668,52.06015,10.00668,52.06015,-1.71971,42.81539,9.193918912,51.71584759,2705.797624,135.6565789
,428,2,428_ES_PT_Material,DE,ES,BAD SALZDETFURTH,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,10.00668,52.06015,9.193918912,51.71584759,-1.71971,42.81539,1.710734544,41.34188959,2705.797624,53.39341751
,429,0,429_ES_PT_Material,DE,ES,BAD SALZDETFURTH,MARTORELL,Straße,Straße,LKM,Konso CE 0,10.00668,52.06015,10.00668,52.06015,1.91572,41.48246,9.193918912,51.71584759,6632.394971,339.1414473
,429,2,429_ES_PT_Material,DE,ES,BAD SALZDETFURTH,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,10.00668,52.06015,9.193918912,51.71584759,1.91572,41.48246,1.710734544,41.34188959,6632.394971,171.1478808
,429,1,429_ES_PT_Material,DE,ES,BAD SALZDETFURTH,MARTORELL,Straße,Straße,LKM,MARTORELL,10.00668,52.06015,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,6632.394971,115.9432369
,431,1,431_ES_PT_Material,DE,ES,BAD SALZUFLEN,ARAZURI,Straße,Straße,LKM,ARAZURI,8.74135,52.05424,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,9050.368552,2293.8991
,431,0,431_ES_PT_Material,DE,ES,BAD SALZUFLEN,ARAZURI,Straße,Straße,LKM,Konso CE 0,8.74135,52.05424,8.74135,52.05424,-1.71971,42.81539,9.193918912,51.71584759,9050.368552,342.1179732
,431,2,431_ES_PT_Material,DE,ES,BAD SALZUFLEN,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,8.74135,52.05424,9.193918912,51.71584759,-1.71971,42.81539,1.710734544,41.34188959,9050.368552,249.0879671
,432,0,432_ES_PT_Material,DE,ES,BAD SALZUFLEN,MARTORELL,Straße,Straße,LKM,Konso CE 0,8.74135,52.05424,8.74135,52.05424,1.91572,41.48246,9.193918912,51.71584759,5137.408852,195.4959847
,432,2,432_ES_PT_Material,DE,ES,BAD SALZUFLEN,MARTORELL,Straße,Schiene,Bahn,Konso SW 2,8.74135,52.05424,9.193918912,51.71584759,1.91572,41.48246,1.710734544,41.34188959,5137.408852,126.3538657
,432,1,432_ES_PT_Material,DE,ES,BAD SALZUFLEN,MARTORELL,Straße,Straße,LKM,MARTORELL,8.74135,52.05424,1.710734544,41.34188959,1.91572,41.48246,1.91572,41.48246,5137.408852,92.75458955
,433,1,433_ES_PT_Material,DE,ES,BAD SOBERNHEIM,BARCELONA,Straße,Straße,LKM,BARCELONA,7.65119,49.78296,1.710734544,41.34188959,2.13251,41.33313,2.13251,41.33313,1032.57975,35.31816949
,433,0,433_ES_PT_Material,DE,ES,BAD SOBERNHEIM,BARCELONA,Straße,Straße,LKM,Konso CE 0,7.65119,49.78296,7.65119,49.78296,2.13251,41.33313,9.193918912,51.71584759,1032.57975,241.0549306
,433,2,433_ES_PT_Material,DE,ES,BAD SOBERNHEIM,BARCELONA,Straße,Schiene,Bahn,Konso SW 2,7.65119,49.78296,9.193918912,51.71584759,2.13251,41.33313,1.710734544,41.34188959,1032.57975,1.378813529
,434,1,434_ES_PT_Material,DE,ES,BAD SODEN SALMUENSTER,ARAZURI,Straße,Straße,LKM,ARAZURI,9.36692,50.29,1.710734544,41.34188959,-1.71971,42.81539,-1.71971,42.81539,2373.059723,655.3997428
,434,0,434_ES_PT_Material,DE,ES,BAD SODEN SALMUENSTER,ARAZURI,Straße,Straße,LKM,Konso CE 0,9.36692,50.29,9.36692,50.29,-1.71971,42.81539,9.193918912,51.71584759,2373.059723,318.2141197
,434,2,434_ES_PT_Material,DE,ES,BAD SODEN SALMUENSTER,ARAZURI,Straße,Schiene,Bahn,Konso SW 2,9.36692,50.29,9.193918912,51.71584759,-1.71971,42.81539,1.710734544,41.34188959,2373.059723,42.39283408
