CODE_Origin,CODE_Destination,Date,Transport_Mode,Volume,Capacity,Daily_Capacity
Almacen 642,Almacen 300,2024-04-09,-,97.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-10,-,76.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-11,-,48.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-12,-,75.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-13,-,93.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-14,-,108.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-15,-,82.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-16,-,45.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-17,-,6.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-18,-,33.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-19,-,93.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-20,-,93.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-21,-,120.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-22,-,126.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-23,-,92.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-24,-,27.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-25,-,50.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-26,-,32.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-27,-,11.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-28,-,1.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-29,-,15.0,0.0,0.0
Almacen 642,Almacen 300,2024-04-30,-,8.0,0.0,0.0
Almacen 642,Almacen 622,2024-03-19,-,18.0,0.0,0.0
Almacen 642,Almacen 622,2024-03-20,-,50.0,0.0,0.0
Almacen 642,Almacen 622,2024-03-21,-,6.0,0.0,0.0
Almacen 642,Almacen 622,2024-03-22,-,6.0,0.0,0.0
Almacen 642,Almacen 622,2024-03-23,-,4.0,0.0,0.0
Almacen 642,Almacen 622,2024-03-24,-,1.0,0.0,0.0
Almacen 642,Almacen 622,2024-03-25,-,2.0,0.0,0.0
Almacen 642,Almacen 622,2024-03-30,-,4.0,0.0,0.0
Almacen 642,Almacen 622,2024-03-31,-,7.0,0.0,0.0
Almacen 642,Almacen 622,2024-04-02,-,1.0,0.0,0.0
Almacen 642,Almacen 641,2024-03-19,-,443.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-20,-,1373.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-21,-,808.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-22,-,965.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-23,-,703.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-24,-,441.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-25,-,259.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-26,-,294.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-27,-,668.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-28,-,666.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-29,-,946.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-30,-,519.0,4008.0,573.0
Almacen 642,Almacen 641,2024-03-31,-,1159.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-01,-,1046.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-02,-,708.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-03,-,1018.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-04,-,796.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-05,-,670.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-06,-,403.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-07,-,485.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-08,-,475.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-09,-,497.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-10,-,867.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-11,-,772.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-12,-,1553.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-13,-,1437.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-14,-,1351.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-15,-,762.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-16,-,282.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-17,-,551.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-18,-,709.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-19,-,801.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-20,-,853.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-21,-,884.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-22,-,1419.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-23,-,387.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-24,-,378.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-25,-,860.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-26,-,937.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-27,-,887.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-28,-,734.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-29,-,679.0,4008.0,573.0
Almacen 642,Almacen 641,2024-04-30,-,741.0,4008.0,573.0
Almacen 642,Almacen 1037,2024-03-19,-,138.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-20,-,96.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-21,-,80.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-22,-,104.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-23,-,205.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-24,-,226.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-25,-,127.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-26,-,111.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-27,-,33.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-28,-,74.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-29,-,115.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-30,-,95.0,0.0,0.0
Almacen 642,Almacen 1037,2024-03-31,-,169.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-01,-,67.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-02,-,12.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-03,-,66.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-04,-,63.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-05,-,82.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-06,-,153.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-07,-,100.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-08,-,120.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-09,-,55.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-10,-,76.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-11,-,84.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-12,-,72.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-13,-,121.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-14,-,182.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-15,-,91.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-16,-,68.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-17,-,74.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-18,-,46.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-19,-,69.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-20,-,57.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-21,-,44.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-22,-,74.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-23,-,41.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-24,-,6.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-25,-,23.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-26,-,55.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-27,-,11.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-28,-,15.0,0.0,0.0
Almacen 642,Almacen 1037,2024-04-29,-,15.0,0.0,0.0
Almacen 642,Almacen 1064,2024-03-19,-,75.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-20,-,112.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-21,-,51.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-22,-,42.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-23,-,39.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-24,-,44.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-25,-,48.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-26,-,42.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-27,-,15.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-28,-,25.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-29,-,73.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-30,-,50.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-03-31,-,27.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-01,-,11.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-02,-,2.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-03,-,3.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-04,-,22.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-05,-,38.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-06,-,41.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-07,-,27.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-08,-,25.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-09,-,7.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-10,-,25.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-11,-,21.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-12,-,59.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-13,-,39.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-14,-,63.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-15,-,33.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-16,-,16.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-17,-,21.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-18,-,58.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-19,-,50.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-20,-,53.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-21,-,48.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-22,-,42.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-23,-,18.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-24,-,8.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-25,-,61.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-26,-,69.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-27,-,34.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-28,-,38.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-29,-,40.0,4448.0,635.0
Almacen 642,Almacen 1064,2024-04-30,-,1.0,4448.0,635.0
Almacen 642,Almacen 1091,2024-03-19,-,376.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-20,-,491.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-21,-,258.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-22,-,224.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-23,-,205.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-24,-,266.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-25,-,236.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-26,-,198.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-27,-,242.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-28,-,150.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-29,-,160.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-30,-,213.0,0.0,0.0
Almacen 642,Almacen 1091,2024-03-31,-,282.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-01,-,169.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-02,-,135.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-03,-,146.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-04,-,198.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-05,-,196.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-06,-,266.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-07,-,413.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-08,-,298.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-09,-,293.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-10,-,296.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-11,-,191.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-12,-,221.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-13,-,277.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-14,-,272.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-15,-,191.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-16,-,132.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-17,-,119.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-18,-,171.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-19,-,101.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-20,-,136.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-21,-,284.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-22,-,120.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-23,-,64.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-24,-,54.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-25,-,63.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-26,-,67.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-27,-,47.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-28,-,23.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-29,-,89.0,0.0,0.0
Almacen 642,Almacen 1091,2024-04-30,-,6.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-19,-,569.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-20,-,810.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-21,-,516.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-22,-,486.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-23,-,198.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-24,-,310.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-25,-,481.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-26,-,504.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-27,-,472.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-28,-,282.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-29,-,133.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-30,-,395.0,0.0,0.0
Almacen 642,Almacen 1099,2024-03-31,-,534.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-01,-,419.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-02,-,342.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-03,-,322.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-04,-,326.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-05,-,247.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-06,-,297.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-07,-,533.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-08,-,392.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-09,-,296.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-10,-,325.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-11,-,345.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-12,-,545.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-13,-,453.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-14,-,391.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-15,-,333.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-16,-,178.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-17,-,219.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-18,-,322.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-19,-,107.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-20,-,113.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-21,-,318.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-22,-,177.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-23,-,53.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-24,-,56.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-25,-,134.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-26,-,113.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-27,-,187.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-28,-,257.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-29,-,218.0,0.0,0.0
Almacen 642,Almacen 1099,2024-04-30,-,28.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-19,-,478.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-20,-,721.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-21,-,392.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-22,-,415.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-23,-,149.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-24,-,271.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-25,-,289.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-26,-,271.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-27,-,244.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-28,-,184.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-29,-,97.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-30,-,197.0,0.0,0.0
Almacen 642,Almacen 1101,2024-03-31,-,281.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-01,-,170.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-02,-,134.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-03,-,269.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-04,-,265.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-05,-,240.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-06,-,311.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-07,-,398.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-08,-,337.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-09,-,262.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-10,-,180.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-11,-,171.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-12,-,240.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-13,-,274.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-14,-,263.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-15,-,224.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-16,-,107.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-17,-,169.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-18,-,191.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-19,-,164.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-20,-,181.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-21,-,329.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-22,-,192.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-23,-,56.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-24,-,55.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-25,-,113.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-26,-,151.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-27,-,94.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-28,-,59.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-29,-,106.0,0.0,0.0
Almacen 642,Almacen 1101,2024-04-30,-,7.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-19,-,228.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-20,-,173.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-21,-,117.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-22,-,29.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-23,-,25.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-24,-,83.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-25,-,92.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-26,-,161.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-27,-,123.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-28,-,48.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-29,-,48.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-30,-,105.0,0.0,0.0
Almacen 642,Almacen 1148,2024-03-31,-,55.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-01,-,48.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-02,-,136.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-03,-,100.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-04,-,81.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-05,-,81.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-06,-,71.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-07,-,34.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-08,-,42.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-09,-,53.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-10,-,94.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-11,-,55.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-12,-,79.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-13,-,135.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-14,-,126.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-15,-,106.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-16,-,54.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-17,-,57.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-18,-,68.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-19,-,70.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-20,-,41.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-21,-,30.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-22,-,45.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-23,-,51.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-24,-,32.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-25,-,21.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-26,-,33.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-27,-,26.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-28,-,18.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-29,-,28.0,0.0,0.0
Almacen 642,Almacen 1148,2024-04-30,-,21.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-19,-,18.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-20,-,24.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-21,-,12.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-22,-,59.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-23,-,51.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-24,-,202.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-25,-,104.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-26,-,106.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-27,-,66.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-28,-,48.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-29,-,47.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-30,-,85.0,0.0,0.0
Almacen 642,Almacen 1182,2024-03-31,-,75.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-01,-,46.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-02,-,42.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-03,-,32.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-04,-,10.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-05,-,40.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-06,-,45.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-07,-,47.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-08,-,44.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-09,-,31.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-10,-,35.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-11,-,17.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-12,-,14.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-13,-,41.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-14,-,58.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-15,-,37.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-16,-,25.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-17,-,25.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-18,-,28.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-19,-,25.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-20,-,47.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-21,-,29.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-22,-,31.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-23,-,5.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-24,-,10.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-25,-,12.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-26,-,17.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-27,-,5.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-28,-,4.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-29,-,3.0,0.0,0.0
Almacen 642,Almacen 1182,2024-04-30,-,2.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-19,-,39.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-20,-,85.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-21,-,22.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-22,-,66.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-23,-,74.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-24,-,55.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-25,-,66.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-26,-,30.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-27,-,23.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-28,-,40.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-29,-,73.0,0.0,0.0
Almacen 642,Almacen 1233,2024-03-30,-,50.0,0.0,0.0
